ParentGlobalID,SiteCode,TotalAbundance,Richness,mayfly_abundance,perennial_PNW_abundance,perennial_PNW_taxa,perennial_PNW_live_abundance,perennial_NC_abundance,perennial_NC_taxa,perennial_NC_live_abundance,perennial_West_abundance,perennial_GP_abundance,perennial_East_abundance,perennial_AW_abundance,perennial_WM_abundance,perennial_NGP_abundance,perennial_SGP_abundance,perennial_NE_abundance,perennial_SE_abundance,perintper_West_abundance,perintper_East_abundance,perintper_AW_abundance,perintper_WM_abundance,perintper_SGP_abundance,perintper_SE_abundance,ephemeral_GP_abundance,ephemeral_East_abundance,ephemeral_NGP_abundance,ephemeral_SGP_abundance,ephemeral_NE_abundance,ephemeral_SE_abundance,ephinteph_GP_abundance,ephinteph_East_abundance,ephinteph_NGP_abundance,ephinteph_SGP_abundance,ephinteph_NE_abundance,ephinteph_SE_abundance,perennial_West_taxa,perennial_GP_taxa,perennial_East_taxa,perennial_AW_taxa,perennial_WM_taxa,perennial_NGP_taxa,perennial_SGP_taxa,perennial_NE_taxa,perennial_SE_taxa,perintper_West_taxa,perintper_East_taxa,perintper_AW_taxa,perintper_WM_taxa,perintper_SGP_taxa,perintper_SE_taxa,ephemeral_GP_taxa,ephemeral_East_taxa,ephemeral_NGP_taxa,ephemeral_SGP_taxa,ephemeral_NE_taxa,ephemeral_SE_taxa,ephinteph_GP_taxa,ephinteph_East_taxa,ephinteph_NGP_taxa,ephinteph_SGP_taxa,ephinteph_NE_taxa,ephinteph_SE_taxa,EPT_abundance,EPT_taxa,EPT_relabd,EPT_reltaxa,Ephemeroptera_abundance,Plecoptera_abundance,Trichoptera_abundance,Hemiptera_abundance,Coleoptera_abundance,Decapoda_abundance,Odonata_abundance,Basommatophora_abundance,OtherMacro_abundance,GOLD_abundance,GOLD_taxa,OCH_abundance,OCH_taxa,Noninsect_abundance,Noninsect_taxa,Noninsect_relabund,Noninsect_reltaxa,GOLD_relabd,GOLD_reltaxa,OCH_relabd,OCH_reltaxa,GOLDOCH_relabd,GOLDOCH_reltaxa,Crayfish_abundance,Crayfish_taxa,Mollusk_abundance,Mollusk_taxa,Bivalves_NonFG_Abundance,Clam_Fingernail_Abundance,TolRelAbund,TolRelAbundAlt,NonTolTaxa,NonTolTaxaAlt,TolTaxa,TolTaxaAlt,Region,Region_detail,perennial_ISA_abundance,perintper_ISA_abundance,ephemeral_ISA_abundance,ephinteph_ISA_abundance,perennial_ISA_taxa,perintper_ISA_taxa,ephemeral_ISA_taxa,ephinteph_ISA_taxa,perennial_ISAsubregion_abundance,perintper_ISAsubregion_abundance,ephemeral_ISAsubregion_abundance,ephinteph_ISAsubregion_abundance,perennial_ISAsubregion_taxa,perintper_ISAsubregion_taxa,ephemeral_ISAsubregion_taxa,ephinteph_ISAsubregion_taxa
016fef12-cb8d-44ce-aaaa-de0a1d10f8fc,WIUB39,12,4,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3,0.5833333333333334,0.75,0,0,7,0,0,0,0,0,5,0,0,0,0,5,1,0.4166666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.4166666666666667,3,3,1,1,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
01951d04-c02b-4232-8207-1e4ec65d3a99,SCSE8336_B,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.16666666666666666,0.5,0,0,1,0,0,0,0,0,5,0,0,0,0,5,1,0.8333333333333334,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,1,1,1,1,East,SE,0,0,NA,5,0,0,NA,1,0,0,NA,5,0,0,NA,1
01f98c09-9082-42c4-b3bc-5d079066d580,WIUB11,4,2,0,1,1,1,4,2,4,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0,0,0,0,2,2,0,0,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
01fb6519-a962-4df5-8f8b-2010e8ee3135,WYNB44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,GP,GP_N,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
01fc3d15-26e7-458f-a927-c7adb11c72b9,TXSB111,16,4,0,10,1,10,10,1,10,0,0,0,0,0,0,11,0,0,1,0,0,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,4,1,1,2,2,14,2,2,2,0.125,0.5,0.125,0.5,0.875,0.5,1,1,0,0,1,1,0,0,0.3125,0.125,2,2,2,2,GP,GP_S,0,NA,1,1,0,NA,1,1,11,15,0,0,2,3,0,0
01ff581a-c1d2-44b2-aa2b-48efca120691,INNE8245_B,14,5,1,0,0,0,11,2,11,1,0,0,11,1,0,0,0,0,11,0,11,11,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,0,2,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,2,11,2,0.7857142857142857,0.4,1,0,10,0,1,0,0,0,2,1,1,1,1,1,1,0.07142857142857142,0.2,0.07142857142857142,0.2,0.07142857142857142,0.2,0.14285714285714285,0.4,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,3,3,2,2,East,NE,0,0,NA,2,0,0,NA,2,0,NA,NA,1,0,NA,NA,1
0203bcfa-648c-4d62-a549-23dcff0ec56a,MNUV3334,40,9,2,1,1,1,3,2,3,1,0,1,1,1,0,0,0,0,19,4,3,19,0,2,0,0,0,0,0,0,3,11,3,2,1,11,1,0,1,1,1,0,0,0,0,6,2,2,6,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,0.05,0.1111111111111111,2,0,0,0,2,0,0,2,34,15,3,2,2,23,4,0.575,0.4444444444444444,0.375,0.3333333333333333,0.05,0.2222222222222222,0.425,0.5555555555555556,0,0,3,2,0,1,0.8,0.8,5,5,4,4,GP,GP_U,0,NA,0,3,0,NA,0,2,0,NA,NA,3,0,NA,NA,2
021b111b-e4da-4927-9690-5796a2172bc9,KYNE1767_V,46,8,0,13,2,13,13,2,13,6,10,13,6,6,6,10,13,13,27,13,6,27,10,13,10,0,0,0,0,0,10,2,0,0,0,2,1,1,2,1,1,1,1,2,2,4,2,1,4,1,2,1,0,0,0,0,0,1,2,0,0,0,2,14,3,0.30434782608695654,0.375,0,0,14,0,0,10,0,10,12,10,1,0,0,32,5,0.6956521739130435,0.625,0.21739130434782608,0.125,0,0,0.21739130434782608,0.125,10,1,10,1,0,0,0.2608695652173913,0.4782608695652174,5,4,3,4,East,NE,13,13,NA,2,2,2,NA,2,13,NA,NA,0,2,NA,NA,0
023aa173-eb7a-4013-a068-e722ec254d55,TXCB129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,GP,GP_C,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
02499ab5-c1bc-4cf5-9b1f-39a65a1c46be,PRSE9541_B,10,3,8,0,0,0,8,1,8,8,0,0,8,8,0,0,0,0,8,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.9,0.6666666666666666,8,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.3333333333333333,0.1,0.3333333333333333,0,0,0,0,0,0,0.1,0,2,3,1,0,CB,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
025c61ba-bc4b-42a9-9a82-5778fc48da21,TXSB61,67,15,21,5,2,5,29,5,29,14,10,15,14,14,10,0,0,10,35,15,24,35,1,20,0,0,0,0,1,0,1,10,1,1,1,10,2,1,3,2,2,1,0,0,1,5,3,3,5,1,2,0,0,0,0,1,0,1,1,1,1,1,1,25,4,0.373134328358209,0.26666666666666666,21,0,4,2,4,0,1,1,34,14,5,7,3,23,5,0.34328358208955223,0.3333333333333333,0.208955223880597,0.3333333333333333,0.1044776119402985,0.2,0.31343283582089554,0.5333333333333333,0,0,2,2,0,0,0.3582089552238806,0.3582089552238806,9,9,6,6,GP,GP_S,10,NA,0,1,1,NA,0,1,0,1,0,1,0,1,0,1
0268f5e5-1e74-40fa-9a38-ede322d830cb,ALSE8939_B,5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.3333333333333333,0,0,1,0,0,0,1,0,3,3,1,1,1,0,0,0,0,0.6,0.3333333333333333,0.2,0.3333333333333333,0.8,0.6666666666666666,0,0,0,0,0,0,0.6,0.6,2,2,1,1,East,SE,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0
02803b93-6a0f-499c-a2d3-9d7bc1041b43,NYNE9030_B,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,10,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,East,NE,0,0,NA,0,0,0,NA,0,0,NA,NA,10,0,NA,NA,1
0284196b-e783-4e25-8171-e8cf23aba132,KYNE8221_B,24,7,3,2,1,2,5,3,5,5,0,4,3,5,0,0,0,2,5,9,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,0,0,0,1,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0.3333333333333333,0.42857142857142855,3,5,0,0,2,2,0,0,12,2,1,2,1,12,2,0.5,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,2,1,0,0,0,0,0.4166666666666667,0.4166666666666667,6,6,1,1,East,NE,4,9,NA,0,2,3,NA,0,0,NA,NA,0,0,NA,NA,0
02dc4e7b-7c4e-429d-b02c-5d4c350747c2,MINE8887_B,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,4,2,0,0,13,3,0.7647058823529411,0.6,0.23529411764705882,0.4,0,0,0.23529411764705882,0.4,0,0,0,0,0,0,0.8823529411764706,0.8823529411764706,1,1,4,4,East,NE,0,2,NA,12,0,1,NA,2,0,NA,NA,0,0,NA,NA,0
02f45717-a5df-4fe9-8152-6638d89d4a5e,NCSE9065_B,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,1,12,1,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,13,2,1,1,1,11,2,0.7857142857142857,0.5,0.14285714285714285,0.25,0.07142857142857142,0.25,0.21428571428571427,0.5,0,0,0,0,0,0,0.7857142857142857,0.7857142857142857,2,2,2,2,East,SE,0,0,NA,12,0,0,NA,3,0,0,NA,12,0,0,NA,3
03099486-e775-4d4a-89d8-209d156c9de6,TXSB39,18,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,1,6,0,1,0,0,0,0,10,0,6,1,6,5,11,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,2,1,2,1,2,1,1,1,0.05555555555555555,0.2,1,0,0,0,1,0,1,5,10,15,2,2,2,15,2,0.8333333333333334,0.4,0.8333333333333334,0.4,0.1111111111111111,0.4,0.9444444444444444,0.8,0,0,5,1,0,0,0.8333333333333334,0.8333333333333334,3,3,2,2,GP,GP_S,0,NA,0,6,0,NA,0,2,0,0,0,5,0,0,0,1
03136a53-dba5-4e5b-a2d2-cc3fe76d7f0f,OKSE9162_B,44,9,5,6,2,6,11,3,11,10,5,11,10,10,10,0,6,10,11,11,10,10,0,10,0,0,1,0,0,0,1,1,2,0,1,1,2,1,3,2,2,2,0,2,2,3,3,2,2,0,2,0,0,1,0,0,0,1,1,2,0,1,1,20,3,0.45454545454545453,0.3333333333333333,5,10,5,1,1,10,1,0,11,11,2,3,3,10,1,0.22727272727272727,0.1111111111111111,0.25,0.2222222222222222,0.06818181818181818,0.3333333333333333,0.3181818181818182,0.5555555555555556,10,1,0,0,0,0,0.25,0.22727272727272727,7,8,2,1,East,SE,11,11,NA,1,3,3,NA,1,10,10,NA,1,2,2,NA,1
0318ded2-b576-4366-b54a-0980fc071767,MNUB119,26,6,0,2,1,2,2,1,2,0,0,2,0,0,0,0,0,2,10,2,0,10,0,2,0,0,0,0,1,0,9,19,9,0,10,17,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,2,3,2,0,3,2,0,0,0,0,0,0,0,0,9,0,2,0,15,5,2,11,3,11,2,0.4230769230769231,0.3333333333333333,0.19230769230769232,0.3333333333333333,0.4230769230769231,0.5,0.6153846153846154,0.8333333333333334,0,0,0,0,0,0,0.5769230769230769,0.5769230769230769,3,3,3,3,GP,GP_U,0,NA,0,9,0,NA,0,2,0,NA,NA,9,0,NA,NA,2
0332079e-a516-4952-85c2-154570959c4b,FLSE9184_B,24,10,2,13,5,13,15,6,15,12,3,15,12,11,10,0,12,16,13,16,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,4,3,2,0,4,5,5,7,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0.5416666666666666,0.4,2,1,10,0,1,1,1,0,8,8,3,2,2,1,1,0.041666666666666664,0.1,0.3333333333333333,0.3,0.08333333333333333,0.2,0.4166666666666667,0.5,1,1,0,0,0,0,0,0,10,10,0,0,East,SE,15,16,NA,0,6,7,NA,0,16,16,NA,0,5,5,NA,0
033fdae8-0c37-4b12-a67e-999075ec3818,GASE8701_BO,23,12,7,3,2,3,11,6,11,7,5,9,6,7,5,0,1,9,8,9,6,9,0,9,0,0,0,0,2,0,0,0,0,0,2,0,3,1,4,2,3,1,0,1,4,4,4,2,5,0,4,0,0,0,0,1,0,0,0,0,0,1,0,15,6,0.6521739130434783,0.5,7,1,7,0,0,0,3,0,5,4,3,3,2,3,2,0.13043478260869565,0.16666666666666666,0.17391304347826086,0.25,0.13043478260869565,0.16666666666666666,0.30434782608695654,0.4166666666666667,0,0,1,1,0,1,0.13043478260869565,0.13043478260869565,10,10,2,2,East,SE,9,9,NA,0,4,4,NA,0,9,9,NA,0,4,4,NA,0
0367460d-006f-4f25-9831-046f45d22f22,MNUB17,11,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.09090909090909091,0.2,0,0,1,3,0,0,4,0,3,3,1,7,3,0,0,0,0,0.2727272727272727,0.2,0.6363636363636364,0.6,0.9090909090909091,0.8,0,0,0,0,0,0,0.5454545454545454,0.2727272727272727,3,4,2,1,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,3,0,NA,NA,1
036eeaed-824d-440f-a064-c5a218bee96e,MNUB8,14,5,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0.07142857142857142,0.2,0,0,1,0,1,0,1,0,11,11,2,2,2,0,0,0,0,0.7857142857142857,0.4,0.14285714285714285,0.4,0.9285714285714286,0.8,0,0,0,0,0,0,0.14285714285714285,0.07142857142857142,3,4,2,1,GP,GP_U,0,NA,0,1,0,NA,0,1,0,NA,NA,1,0,NA,NA,1
03e256bc-8671-40eb-b267-dc6f5364ead7,SDUB121,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,0,0,2,1,0.125,0.25,1,1,0,0,1,1,0,0,0,0,0,0,0.1875,0.1875,2,2,2,2,GP,GP_U,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0
